PSMILES,Tg
[*]CN1C(=O)c2ccc(C(=O)Nc3ccc(Oc4c(F)c(F)c(Oc5ccc(NC([*])=O)cc5)c(F)c4F)cc3)cc2C1=O,527.15
[*]CN1C(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(NC([*])=O)cc4)cc3)cc2C1=O,535.15
[*]CN1C(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(Oc5ccc(NC([*])=O)cc5)cc4)cc3)cc2C1=O,515.15
[*]CN1C(=O)c2ccc(C(=O)Nc3ccc(Oc4cccc(Oc5ccc(NC([*])=O)cc5)c4)cc3)cc2C1=O,493.15
[*]CN1C(=O)c2ccc(C(=O)Nc3ccc(S(=O)(=O)c4ccc(NC([*])=O)cc4)cc3)cc2C1=O,505.15
[*]CN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CC(=O)Nc3ccc(Cc5ccc(NC([*])=O)cc5)cc3)C4=O)cc2C1=O,506.15
[*]CN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CC(=O)Nc3ccc(NC([*])=O)cc3)C4=O)cc2C1=O,523.15
[*]CN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CC(=O)Nc3ccc(Oc5ccc(NC([*])=O)cc5)cc3)C4=O)cc2C1=O,508.15
[*]CN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CC(=O)Nc3ccc(Oc5ccc(Oc6ccc(NC([*])=O)cc6)cc5)cc3)C4=O)cc2C1=O,503.15
[*]CN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CC(=O)Nc3cccc(Oc5ccc(NC([*])=O)cc5)c3)C4=O)cc2C1=O,499.15
[*]CN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(CC(=O)Nc3ccc(-c5nnc(-c6ccc(NC([*])=O)cc6)o5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,553.15
[*]CN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(CC(=O)Nc3ccc(Oc5ccc(-c6ccc(Oc7ccc(NC([*])=O)cc7)cc6)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,518.15
[*]CN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(CC(=O)Nc3ccc(Oc5ccc(-c6nnc(-c7ccc(Oc8ccc(NC([*])=O)cc8)cc7)o6)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,536.15
[*]CN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(CC(=O)Nc3ccc(Oc5ccc(Oc6ccc(NC([*])=O)cc6)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,515.15
[*]CN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(CC(=O)Nc3ccc(Oc5ccc(S(=O)(=O)c6ccc(Oc7ccc(NC([*])=O)cc7)cc6)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,514.15
[*]CN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(CC(=O)Nc3ccc(Oc5ccc6nc(-c7ccccc7)c(-c7ccc(-c8nc9cc(Oc%10ccc(NC([*])=O)cc%10)ccc9nc8-c8ccccc8)cc7)nc6c5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,553.15
[*]CN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(CC(=O)Nc3ccc(Oc5ccc6nc(-c7ccccc7)c(-c7ccc(N8C(=O)c9ccc%10c%11c(ccc(c9%11)C8=O)C(=O)N(c8ccc(-c9nc%11cc(Oc%12ccc(NC([*])=O)cc%12)ccc%11nc9-c9ccccc9)cc8)C%10=O)cc7)nc6c5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,579.15
[*]CN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(CC(=O)Nc3ccc(Oc5ccc6nc(-c7ccccc7)c(-c7ccc(Oc8ccc(-c9nc%10cc(Oc%11ccc(NC([*])=O)cc%11)ccc%10nc9-c9ccccc9)cc8)cc7)nc6c5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,533.15
[*]CN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(CC(=O)Nc3ccc(Oc5cccc(Oc6ccc(NC([*])=O)cc6)c5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,494.15
[*]CN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(Cc3nc5ccc(Cc6ccc7nc([*])oc(=O)c7c6)cc5c(=O)o3)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,491.15
[*]CNC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NCCCOCCOCCOCCCNC([*])=O,309.15
[*]CNC(=O)C([*])C,369.15
[*]CNC(=O)CC(C)CCCCCC(=O)NCc1c(C)c(C)c([*])c(C)c1C,484.15
[*]CNC(=O)CCCC(=O)NCc1c(C)c(C)c([*])c(C)c1C,465.15
[*]CNC(=O)CCCCC(=O)NCCC(C)(C)CC([*])C,338.15
[*]CNC(=O)CCCCC(=O)NCc1cc(C)c([*])cc1C,343.15
[*]CNC(=O)CCCCC(=O)NCc1cc([*])cc(C(C)(C)C)c1,382.15
[*]CNC(=O)CCOCCC(=O)NCc1c(C)c(C)c([*])c(C)c1C,464.15
[*]CNC(=O)CCOCCC(=O)NCc1cc(C)c([*])cc1C,353.15
[*]CNC(=O)OCC([*])C,313.15
[*]CNC(=O)c1ccc(C(=O)NCCC(C)(C)CC([*])C)cc1,421.15
[*]CNC(=O)c1ccc(C(=O)NCc2cc(C)c([*])cc2C)cc1,498.15
[*]CNC(=O)c1cccc(C(=O)NCC2CC([*])CC(C(C)(C)C)C2)c1,482.15
[*]CNC(=O)c1cccc(C(=O)NCc2cc([*])cc(C(C)(C)C)c2)c1,461.15
[*]CNCCCCCCCCNCC(=O)c1ccc(Sc2ccc(C([*])=O)cc2)cc1,504.15
[*]CNc1ccc(Oc2ccc(NCC(=O)c3ccc(Sc4ccc(C([*])=O)cc4)cc3)cc2)cc1,481.15
[*]CNc1ccc(S(=O)(=O)c2ccc(NCC(=O)c3ccc(Oc4ccc(C([*])=O)cc4)cc3)cc2)cc1,520.15
[*]COC(=O)/C=C/C(=O)OC([*])C,259.15
[*]COC(=O)C([*])(C)C,261.15
[*]COC(=O)C([*])(C)CC,264.15
[*]COC(=O)C([*])(C)CCC,275.05
[*]COC(=O)C([*])(CC)CC,333.15
[*]COC(=O)C([*])C,248.15
[*]COC(=O)C1(C)CNC(C)(C(=O)OCC(C)(C)CSCC([*])(C)C)CN1,313.15
[*]COC(=O)C12CC3CC(C1)CC(C(=O)OC([*])COc1ccc(/N=N/c4ccc(C#N)cc4)cc1)(C3)C2,378.15
[*]COC(=O)C1CCC(C(=O)OC([*])COc2ccc(/N=N/c3ccc(C#N)cc3)cc2)CC1,379.15
[*]COC(=O)C1CCC(C(=O)OCC([*])(C)C)CC1,303.15
[*]COC(=O)CCC(=O)OCC(=O)NCCCCCCNC([*])=O,303.15
[*]COC(=O)CCC(=O)OCC([*])(C)C,255.15
[*]COC(=O)CCCCC(=O)OCC(=O)NCCCCCCNC([*])=O,292.15
[*]COC(=O)CCCCC(=O)OCC([*])(C)C,241.6
[*]COC(=O)CCCCC(=O)OCC([*])CCCCCCOc1ccc(/N=N/c2ccc(C)cc2)cc1,302.15
[*]COC(=O)CCCCC(=O)OCC([*])CCCCCCOc1ccc(/N=N/c2ccc(OC)cc2)cc1,295.15
[*]COC(=O)CCCCC(=O)OCCC(C)(C)CC([*])C,203.15
[*]COC(=O)CCCCCCC(=O)OCC(=O)NCCCCCCNC([*])=O,281.15
[*]COC(=O)CCCCCCCC1OCC([*])(C)CO1,247.15
[*]COC(=O)CCCCCCCCC(=O)OCC(=O)NCCCCCCNC([*])=O,275.15
[*]COC(=O)CCCCCCCCC(=O)OCC([*])(C)CC,204.15
[*]COC(=O)CCCCCCCCC(=O)Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(/C=C4\CC/C(=C\c5ccc(Oc6ccc(S(=O)(=O)c7ccc(OC(=O)CCCCCCCCC(=O)OC[Si](C)(C)O[Si]([*])(C)C)cc7)cc6)cc5)C4=O)cc3)cc2)cc1,346.15
[*]COC(=O)CCCCCCCCC(=O)Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(/C=C4\CCC/C(=C\c5ccc(Oc6ccc(S(=O)(=O)c7ccc(OC(=O)CCCCCCCCC(=O)OC[Si](C)(C)O[Si]([*])(C)C)cc7)cc6)cc5)C4=O)cc3)cc2)cc1,353.15
[*]COC(=O)CCCCCCCCC(=O)Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(/C=C4\CCCC/C(=C\c5ccc(Oc6ccc(S(=O)(=O)c7ccc(OC(=O)CCCCCCCCC(=O)OC[Si](C)(C)O[Si]([*])(C)C)cc7)cc6)cc5)C4=O)cc3)cc2)cc1,354.15
[*]COC(=O)CCCCCCCCCCC(=O)OCC(=O)NCCCCCCNC([*])=O,274.05
[*]COC(=O)CCCCCCCCCCCCC(=O)OCC([*])CCCCCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1,294.65
[*]COC(=O)CNC([*])=O,340.15
[*]COC(=O)Cc1ccc(C(=O)OCC([*])(C)C)cc1,306.15
[*]COC(=O)N1CCN(C(=O)OCC([*])(C)C)CC1,343.15
[*]COC(=O)NC(=O)c1cc(C(=O)NC(=O)OCC([*])(C)C)cc(C(C)(C)C)c1,417.15
[*]COC(=O)NC(=O)c1ccc(C(=O)NC(=O)OCC([*])(C)C)cc1,375.15
[*]COC(=O)NC(=O)c1ccc(C(=O)NC(=O)OCC([*])CCCCCCCCCCCC)cc1,348.15
[*]COC(=O)NC(=O)c1cccc(C(=O)NC(=O)OCC([*])(C)C)c1,339.15
[*]COC(=O)NC(=O)c1cccc(C(=O)NC(=O)OCC([*])CCCC)c1,337.15
[*]COC(=O)NC(=O)c1cccc(C(=O)NC(=O)OCC([*])CCCCCCCC)c1,338.15
[*]COC(=O)NC(=O)c1cccc(C(=O)NC(=O)OCC([*])CCCCCCCCCCCC)c1,385.15
[*]COC(=O)NCCCCCCNC(=O)OCC(C)(C)CS(=O)(=O)CC([*])(C)C,303.15
[*]COC(=O)NCCCCCCNC(=O)OCC(CC)n1c(=O)c2cc3c(=O)n(C([*])CC)c(=O)c3cc2c1=O,334.15
[*]COC(=O)NCCCCCCNC(=O)OCC([*])(C)C(=O)O,247.15
[*]COC(=O)Nc1ccc(C)c(NC(=O)OCC([*])(CC)CC)c1,213.15
[*]COC(=O)Nc1ccc(Cc2ccc(NC(=O)OCC(C)(C)CS(=O)(=O)CC([*])(C)C)cc2)cc1,363.15
[*]COC(=O)Nc1ccc(Cc2ccc(NC(=O)OCC([*])(C)C)cc2)cc1,367.15
[*]COC(=O)Nc1ccc(Cc2ccc(NC(=O)OCc3cc([*])cc(C(C)(C)C)c3)cc2)cc1,387.15
[*]COC(=O)OC([*])COC(C)(C)C,291.15
[*]COC(=O)OC([*])COCCCC,251.15
[*]COC(=O)OC([*])COCCOC,223.15
[*]COC(=O)OC1C([*])OC2OC(C)(C)OC21,401.15
[*]COC(=O)OC1COC2C(OC(=O)OCC(OC)C([*])OC)COC12,334.15
[*]COC(=O)OC1COC2C(OC(=O)OCC3OC(C)(C)OC3[*])COC12,368.65
[*]COC(=O)OCC(C)(C)CS(=O)(=O)CC([*])(C)C,323.15
[*]COC(=O)OCC(OC(=O)C(=O)OCC)C([*])OC(=O)C(=O)OCC,326.95
[*]COC(=O)OCC(OC(=O)C(CC(C)C)NC(=O)OCc1ccccc1)C([*])OC(=O)C(CC(C)C)NC(=O)OCc1ccccc1,324.05
[*]COC(=O)OCC(OC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C([*])OC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C,355.55
[*]COC(=O)OCC(OC(=O)OCC)C([*])OC(=O)OCC,322.95
[*]COC(=O)OCC(OC(=O)Oc1ccc(C(=O)OC)cc1)C([*])OC(=O)Oc1ccc(C(=O)OC)cc1,364.05
[*]COC(=O)OCC(OC(C)=O)C([*])OC(C)=O,331.75
[*]COC(=O)OCC(OC=O)C([*])OC=O,327.45
[*]COC(=O)OCC([*])(C)C,298.15
[*]COC(=O)OCC([*])(C)C(=O)OCc1ccccc1,271.15
[*]COC(=O)OCC1OC(C)(C)OC1[*],324.45
[*]COC(=O)OCC1OC(OCC)(OCC)OC1[*],283.95
[*]COC(=O)OCC1OC(OCC)OC1[*],296.65
[*]COC(=O)c1c(F)c(F)c(-c2c(F)c(F)c(C(=O)OC([*])COc3ccc(/N=N/c4ccc(C#N)cc4)cc3)c(F)c2F)c(F)c1F,385.15
[*]COC(=O)c1ccc(-c2ccc(-c3ccc(C(=O)OCC([*])(C)C)cc3)cc2)cc1,373.15
[*]COC(=O)c1ccc(-c2ccc(-c3ccc(C(=O)OCC([*])(CC)CC)cc3)cc2)cc1,253.15
[*]COC(=O)c1ccc(-c2ccc(C(=O)OC([*])COc3ccc(/N=N/c4ccc(C#N)cc4)cc3)cc2)cc1,414.15
[*]COC(=O)c1ccc(-c2ccc(C(=O)OCC([*])(C)C)cc2)cc1,374.15
[*]COC(=O)c1ccc(-c2ccc(C(=O)OCC([*])(C)CC)cc2)cc1,372.15
[*]COC(=O)c1ccc(-c2ccc(C(=O)OCC([*])(C)CCC)cc2)cc1,368.15
[*]COC(=O)c1ccc(-c2ccc(OCCC(C)Oc3ccc(-c4ccc(C(=O)OCC([*])C)cc4)cc3)cc2)cc1,357.15
[*]COC(=O)c1ccc(/C=C/c2ccc(C(=O)OCC([*])(C)C)cc2)cc1,353.15
[*]COC(=O)c1ccc(C(=O)OC(C)COC([*])C)cc1,310.15
[*]COC(=O)c1ccc(C(=O)OC([*])C)cc1,371.15
[*]COC(=O)c1ccc(C(=O)OC([*])COc2ccc(/N=N/c3ccc(C#N)cc3)cc2)c2ccccc12,390.15
[*]COC(=O)c1ccc(C(=O)OC([*])COc2ccc(/N=N/c3ccc(C#N)cc3)cc2)cc1,395.15
[*]COC(=O)c1ccc(C(=O)OC([*])COc2ccc(/N=N/c3ccc(C#N)cc3)cc2)s1,392.15
[*]COC(=O)c1ccc(C(=O)OCC(C(C)C)C([*])C(C)C)cc1,338.15
[*]COC(=O)c1ccc(C(=O)OCC(C)(C)CS(=O)(=O)CC([*])(C)C)cc1,378.15
[*]COC(=O)c1ccc(C(=O)OCC(C)C([*])C)cc1,310.65
[*]COC(=O)c1ccc(C(=O)OCC(CC)C([*])CC)cc1,305.15
[*]COC(=O)c1ccc(C(=O)OCC(CCC)C([*])CCC)cc1,303.15
[*]COC(=O)c1ccc(C(=O)OCC(CCCC)C([*])CCCC)cc1,289.15
[*]COC(=O)c1ccc(C(=O)OCC(CCCCCC)C([*])CCCCCC)cc1,257.65
[*]COC(=O)c1ccc(C(=O)OCC(CCCCCCCCCC)C([*])CCCCCCCCCC)cc1,235.15
[*]COC(=O)c1ccc(C(=O)OCC(CCCCCCCCCCCCCCCC)C([*])CCCCCCCCCCCCCCCC)cc1,247.15
[*]COC(=O)c1ccc(C(=O)OCC([*])(C)C)cc1,341.15
[*]COC(=O)c1ccc(C(=O)OCC([*])(C)CC)cc1,336.15
[*]COC(=O)c1ccc(C(=O)OCC([*])C)cc1,328.15
[*]COC(=O)c1ccc(C(=O)OCC2CC([*])CC(C(C)(C)C)C2)cc1,391.15
[*]COC(=O)c1ccc(C(=O)OCCC(C)(C)CC([*])C)cc1,264.15
[*]COC(=O)c1ccc(N2C(=O)CC(SCCCCCSC3CC(=O)N(c4ccc(C(=O)NC([*])CC)cc4)C3=O)C2=O)cc1,364.15
[*]COC(=O)c1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(C(=O)OC(C)COC(C)COC([*])C)cc3)cc2)cc1,309.15
[*]COC(=O)c1ccc(Oc2ccc(C(=O)OCC([*])(C)C)cc2)cc1,346.15
[*]COC(=O)c1ccc2cc(C(=O)OC([*])COc3ccc(/N=N/c4ccc(C#N)cc4)cc3)ccc2c1,411.15
[*]COC(=O)c1cccc(-c2ccc(C(=O)OC([*])COc3ccc(/N=N/c4ccc(C#N)cc4)cc3)cc2)c1,408.15
[*]COC(=O)c1cccc(C(=O)OC([*])C)c1,350.15
[*]COC(=O)c1cccc(C(=O)OC([*])COc2ccc(/N=N/c3ccc(C#N)cc3)cc2)c1,392.15
[*]COC(=O)c1cccc(C(=O)OCC(C)(C)C[Si](C)(C)O[Si](C)(C)CC([*])(C)C)c1,221.15
[*]COC(=O)c1ccccc1-c1ccccc1C(=O)OC([*])COc1ccc(/N=N/c2ccc(C#N)cc2)cc1,393.15
[*]COC(=O)c1ccccc1C(=O)OC([*])C,368.15
[*]COC(=O)c1ccccc1C(=O)OC([*])COc1ccc(/N=N/c2ccc(C#N)cc2)cc1,378.15
[*]COC(=O)c1cccnc1C(=O)OC([*])COc1ccc(/N=N/c2ccc(C#N)cc2)cc1,403.15
[*]COC1OC([*])C(O)C(O)C1O,473.15
[*]COCC(=C)COC(=O)OCC([*])=C,343.65
[*]COCC(=O)NCCCCCCNC([*])=O,283.15
[*]COCC(=O)OCCCCOC([*])=O,250.15
[*]COCC(C)OC(=O)c1ccccc1C(=O)OC([*])C,298.15
[*]COCC([*])(C)C,223.15
[*]COCC([*])(C)CC,226.15
[*]COCC([*])(C)CO,335.15
[*]COCC([*])(C)COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,224.15
[*]COCC([*])(C)COCC(F)(F)C(F)(F)C(F)(F)F,228.15
[*]COCC([*])(C)COCC(F)(F)F,232.15
[*]COCC([*])(C)COCCC#N,221.15
[*]COCC([*])(C)COCCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,280.15
[*]COCC([*])(C)COCCOCCOCCOC,255.15
[*]COCC([*])(CC)CC,243.15
[*]COCC([*])(CC)CCl,293.15
[*]COCC([*])(CC)CO,605.05
[*]COCC([*])(CC)COC(=O)C(=C)C,313.15
[*]COCC([*])(CO)CO,372.15
[*]COCC([*])(CS(=O)(=O)C(C)C)CS(=O)(=O)C(C)C,364.15
[*]COCC([*])(CS(=O)(=O)CC)CS(=O)(=O)CC,357.15
[*]COCC([*])(CS(=O)(=O)CCC)CS(=O)(=O)CCC,344.15
[*]COCC([*])(CS(=O)(=O)CCCC)CS(=O)(=O)CCCC,339.15
[*]COCC([*])(CS(=O)(=O)CCCCC)CS(=O)(=O)CCCCC,329.15
[*]COCC([*])(CS(C)(=O)=O)CS(C)(=O)=O,399.15
[*]COCC([*])(CSC(C)C)CSC(C)C,264.15
[*]COCC([*])(CSC)CSC,267.15
[*]COCC([*])(CSCC)CSCC,241.15
[*]COCC([*])(CSCCCCC)CSCCCCC,240.15
[*]COCC([*])(C[N-][N+]#N)C[N-][N+]#N,243.15
[*]COCC([*])C,218.15
[*]COCC([*])C(C)(C)C,269.15
[*]COCC([*])O,290.15
[*]COCCCCCCCOc1ccc(-c2ccc(C(=O)Oc3ccc(OC([*])C)c([N+](=O)[O-])c3)cc2)cc1,323.15
[*]COCCOC([*])=O,260.55
[*]COCCOC([*])CCl,233.15
[*]COCCSSC[*],220.15
[*]COCCSSSSC[*],233.15
[*]COCOCCSSC[*],215.65
[*]COCOC[*],209.15
[*]COCc1ccc([*])cc1,490.15
[*]COOC([*])c1ccc(Br)cc1,282.75
[*]COOC([*])c1ccc(C(C)(C)C)cc1,293.05
[*]COOC([*])c1ccc(C)cc1,277.75
[*]COc1c(Cl)cc(C(C)(C)c2cc(Cl)c(OCC([*])OC(C)=O)c(Cl)c2)cc1Cl,373.15
[*]COc1ccc(C(C)(C)c2ccc(OCC([*])OC(=O)CC)cc2)cc1,333.15
[*]COc1ccc(C(C)(C)c2ccc(OCC([*])OC(C)=O)cc2)cc1,333.15
[*]COc1ccc(C(C)(c2ccccc2)c2ccc(OCC([*])OC(C)=O)cc2)cc1,383.15
[*]COc1ccc(C(c2ccc(OCC([*])(CO)CCl)cc2)(C(F)(F)F)C(F)(F)F)cc1,380.15
[*]COc1ccc(CC(=O)NCCCCCCNC([*])=O)cc1,342.65
[*]COc1ccc(Cc2ccc(OCC([*])O)cc2)cc1,416.35
[*]COc1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc(OCC([*])(C)C)cc4)C5=O)cc3C2=O)cc1,507.15
[*]COc1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(OC([*])C)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,507.15
[*]COc1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(OC([*])CCC)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,477.15
[*]COc1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(OC([*])CCCCCC)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,455.15
[*]COc1ccc(OCC(=O)NCCCCCCNC([*])=O)cc1,340.15
[*]COc1ccc(OCC(=O)OC([*])=O)cc1,343.15
[*]COc1ccc(OCC([*])O)cc1,333.15
[*]COc1ccc(OCC([*])OC(C)=O)cc1,322.15
[*]COc1ccc(OCCCCCCCCCCCCOc2ccc(OCc3ccc([*])cc3)cc2)cc1,297.15
[*]COc1ccc(S(=O)(=O)c2ccc(OCC([*])OC(C)=O)cc2)cc1,403.15
[*]COc1ccc2ccccc2c1Sc1c(OCC(=O)Nc2ccc(Cc3ccc(NC([*])=O)cc3)cc2)ccc2ccccc12,514.15
[*]COc1ccc2ccccc2c1Sc1c(OCC(=O)Nc2ccc(NC([*])=O)cc2)ccc2ccccc12,541.15
[*]COc1ccc2ccccc2c1Sc1c(OCC(=O)Nc2ccc(Oc3ccc(NC([*])=O)cc3)cc2)ccc2ccccc12,518.15
[*]COc1ccc2ccccc2c1Sc1c(OCC(=O)Nc2cccc(NC([*])=O)c2)ccc2ccccc12,527.15
[*]COc1ccc2ccccc2c1Sc1c(OCC(=O)Nc2cccc3c(NC([*])=O)cccc23)ccc2ccccc12,537.15
[*]COc1cccc(OCC([*])O)c1,338.15
[*]CS(=O)(=O)CC([*])(C)C,381.65
[*]CSCC(=O)NCCCCCCNC([*])=O,266.15
[*]CSCC([*])(C)C,223.85
[*]CSCC([*])(C)CC,223.15
[*]CSCC([*])(CC)CC,236.9
[*]CSCc1ccc(Cc2ccc(CSCC(=O)OCCSCc3ccc(Cc4ccc(CSCCOC([*])=O)cc4)cc3)cc2)cc1,287.15
[*]CSSC([*])c1ccccc1,277.95
[*]CSSC[*],246.15
[*]CSSCc1ccc([*])cc1,296.15
[*]CSSCc1ccccc1[*],312.15
[*]CSSSCc1ccc([*])cc1,281.15
[*]CSSSSC[*],249.15
[*]CSSSSCc1ccc([*])cc1,276.15
[*]CSc1nnc(SCC(=O)N/N=C/c2ccc(OCCCCCCCCCCOc3ccc(/C=N/NC([*])=O)cc3)cc2)s1,390.15
[*]C[Si](C)(C)[Si](C)(C)[Si](C)(C)[Si]([*])(C)C,205.15
[*]C[Si]([*])(C)C,183.15
[*]C[Si]([*])(C)CCCCCC,195.55
[*]C[Si]([*])(C)CCCN(CC)CC,241.4
[*]C[Si]([*])(C)CCCOCCOCCOC,199.85
[*]C[Si]([*])(C)CCCn1c2ccccc2c2ccccc21,344.35
[*]C[Si]([*])(C)c1ccccc1,301.15
[*]C[Si]([*])(CCC)CCC,232.15
[*]C[Si]([*])(CCCC)CCCC,243.15
[*]C[Si]([*])(CCCCC)CCCCC,218.15
[*]C[Si]([*])(CCCCCC)CCCCCC,217.15
[*]C[n+]1ccc(-c2cc[n+](Cc3ccc([*])cc3)cc2)cc1,368.15
[*]C[n+]1ccc(-c2cc[n+](Cc3cccc([*])c3)cc2)cc1,401.15
[*]C[n+]1ccc(-c2cc[n+](Cc3ccccc3[*])cc2)cc1,343.65
[*]Cc1cc(C(C)(C)C)cc([*])c1O,323.15
[*]Cc1cc(C(C)C)c(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4c(C(C)C)cc([*])cc4C(C)C)C5=O)cc3C2=O)c(C(C)C)c1,536.15
[*]Cc1cc(C(C)C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4c(C(C)C)cc([*])cc4C(C)C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C(C)C)c1,551.65
[*]Cc1cc(C)c(N2C(=O)c3ccc(C(=O)Nc4cc(NC(=O)c5ccc6c(c5)C(=O)N(c5c(C)cc([*])cc5C)C6=O)ccc4/N=N/c4ccc([N+](=O)[O-])cc4)cc3C2=O)c(C)c1,537.15
[*]Cc1cc(C)c(N2C(=O)c3ccc(C(=O)OCCN(CCOC(=O)c4ccc5c(c4)C(=O)N(c4c(C)cc([*])cc4C)C5=O)c4ccc(/N=N/c5ccc([N+](=O)[O-])cc5)cc4)cc3C2=O)c(C)c1,452.15
[*]Cc1cc(C)c(N2C(=O)c3ccc(C(=O)OCCN(CCOC(=O)c4ccc5c(c4)C(=O)N(c4c(C)cc([*])cc4C)C5=O)c4ccc(/N=N/c5ccc([N+](=O)[O-])cc5C#N)cc4)cc3C2=O)c(C)c1,489.15
[*]Cc1cc(C)c(N2C(=O)c3ccc(C(=O)OCCN(CCOC(=O)c4ccc5c(c4)C(=O)N(c4c(C)cc([*])cc4C)C5=O)c4ccc(/N=N/c5ccc([N+](=O)[O-])cc5[N+](=O)[O-])cc4)cc3C2=O)c(C)c1,449.15
[*]Cc1cc(C)c(N2C(=O)c3ccc(C(=O)OCCN(CCOC(=O)c4ccc5c(c4)C(=O)N(c4c(C)cc([*])cc4C)C5=O)c4ccccc4)cc3C2=O)c(C)c1,450.15
[*]Cc1cc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4c(C)cc([*])cc4C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1,580.65
[*]Cc1cc(C)c(N2C(=O)c3ccc(Oc4cc5ccccc5cc4Oc4ccc5c(c4)C(=O)N(c4c(C)cc([*])cc4C)C5=O)cc3C2=O)c(C)c1,538.15
[*]Cc1cc(C)c(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N(c6c(C)cc([*])cc6C)C7=O)cc5)cc4)cc3C2=O)c(C)c1,520.15
[*]Cc1cc(C)c(N2C(=O)c3ccc(Oc4ccc5ccc(Oc6ccc7c(c6)C(=O)N(c6c(C)cc([*])cc6C)C7=O)cc5c4)cc3C2=O)c(C)c1,545.15
[*]Cc1cc(C)c(N2C(=O)c3ccc(Oc4cccc5c(Oc6ccc7c(c6)C(=O)N(c6c(C)cc([*])cc6C)C7=O)cccc45)cc3C2=O)c(C)c1,554.15
[*]Cc1cc(C)c(N2C(=O)c3cccc(Oc4ccc(C(C)(C)c5ccc(Oc6cccc7c6C(=O)N(c6c(C)cc([*])cc6C)C7=O)cc5)cc4)c3C2=O)c(C)c1,496.15
[*]Cc1cc(C)c(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(/N=N/c4ccc(F)cc4)c(N4C(=O)c5ccc(C(=O)Nc6c(C)cc([*])cc6C)cc5C4=O)c2)C3=O)c(C)c1,552.15
